Professions,Age,Sex,Initial Country of Qualifications,Year,Number of Practitioners
Optometrists,45-54,Male,Australia,2016 ,455
Optometrists,45-54,Male,New Zealand,2016 ,12
Optometrists,45-54,Male,Other overseas,2016 ,70
Optometrists,45-54,Male,Not stated,2016 ,3
Optometrists,45-54,Female,Australia,2016 ,381
Optometrists,45-54,Female,New Zealand,2016 ,10
Optometrists,45-54,Female,Other overseas,2016 ,59
Optometrists,45-54,Female,Not stated,2016 ,3
Optometrists,55-64,Male,Australia,2016 ,499
Optometrists,55-64,Male,New Zealand,2016 ,7
Optometrists,55-64,Male,Other overseas,2016 ,63
Optometrists,55-64,Male,Not stated,2016 ,4
Optometrists,55-64,Female,Australia,2016 ,175
Optometrists,55-64,Female,New Zealand,2016 ,4
Optometrists,55-64,Female,Other overseas,2016 ,23
Optometrists,65-74,Male,Australia,2016 ,82
Optometrists,65-74,Male,New Zealand,2016 ,4
Optometrists,65-74,Male,Other overseas,2016 ,24
Optometrists,65-74,Male,Not stated,2016 ,0
Optometrists,65-74,Female,Australia,2016 ,19
Optometrists,65-74,Female,New Zealand,2016 ,0
Optometrists,65-74,Female,Other overseas,2016 ,3
Optometrists,75-99,Male,Australia,2016 ,14
Optometrists,75-99,Male,New Zealand,2016 ,0
Optometrists,75-99,Male,Other overseas,2016 ,3
Optometrists,75-99,Female,Other overseas,2016 ,3
Osteopaths,20-34,Male,Australia,2016 ,239
Osteopaths,20-34,Male,New Zealand,2016 ,7
Osteopaths,20-34,Male,Other overseas,2016 ,12
Osteopaths,20-34,Male,Not stated,2016 ,47
Osteopaths,20-34,Female,Australia,2016 ,451
Osteopaths,20-34,Female,New Zealand,2016 ,9
Osteopaths,20-34,Female,Other overseas,2016 ,20
Osteopaths,20-34,Female,Not stated,2016 ,58
Osteopaths,35-44,Male,Australia,2016 ,229
Osteopaths,35-44,Male,New Zealand,2016 ,4
Osteopaths,35-44,Male,Other overseas,2016 ,15
Osteopaths,35-44,Male,Not stated,2016 ,6
Osteopaths,35-44,Female,Australia,2016 ,307
Osteopaths,35-44,Female,New Zealand,2016 ,5
Osteopaths,35-44,Female,Other overseas,2016 ,14
Osteopaths,35-44,Female,Not stated,2016 ,3
Osteopaths,45-54,Male,Australia,2016 ,112
Osteopaths,45-54,Male,New Zealand,2016 ,0
Osteopaths,45-54,Male,Other overseas,2016 ,36
Osteopaths,45-54,Male,Not stated,2016 ,0
Osteopaths,45-54,Female,Australia,2016 ,73
Osteopaths,45-54,Female,Other overseas,2016 ,22
Osteopaths,45-54,Female,Not stated,2016 ,0
Osteopaths,55-64,Male,Australia,2016 ,103
Osteopaths,55-64,Male,New Zealand,2016 ,0
Osteopaths,55-64,Male,Other overseas,2016 ,25
Osteopaths,55-64,Male,Not stated,2016 ,0
Osteopaths,55-64,Female,Australia,2016 ,29
Osteopaths,55-64,Female,New Zealand,2016 ,0
Osteopaths,55-64,Female,Other overseas,2016 ,11
Osteopaths,55-64,Female,Not stated,2016 ,3
Osteopaths,65-74,Male,Australia,2016 ,39
Osteopaths,65-74,Male,New Zealand,2016 ,0
Osteopaths,65-74,Male,Other overseas,2016 ,10
Osteopaths,65-74,Male,Not stated,2016 ,0
Osteopaths,65-74,Female,Australia,2016 ,7
Osteopaths,65-74,Female,Other overseas,2016 ,3
Osteopaths,65-74,Female,Not stated,2016 ,0
Osteopaths,75-99,Male,Australia,2016 ,8
Osteopaths,75-99,Male,Other overseas,2016 ,0
Osteopaths,75-99,Female,Australia,2016 ,0
Osteopaths,75-99,Female,Other overseas,2016 ,0
Pharmacists,20-34,Male,Australia,2016 ,3296
Pharmacists,20-34,Male,New Zealand,2016 ,70
Pharmacists,20-34,Male,Other overseas,2016 ,220
Pharmacists,20-34,Male,Not stated,2016 ,190
Pharmacists,20-34,Female,Australia,2016 ,6431
Pharmacists,20-34,Female,New Zealand,2016 ,135
Pharmacists,20-34,Female,Other overseas,2016 ,212
Pharmacists,20-34,Female,Not stated,2016 ,444
Pharmacists,35-44,Male,Australia,2016 ,1789
Pharmacists,35-44,Male,New Zealand,2016 ,71
Pharmacists,35-44,Male,Other overseas,2016 ,435
Pharmacists,35-44,Male,Not stated,2016 ,31
Pharmacists,35-44,Female,Australia,2016 ,2830
Pharmacists,35-44,Female,New Zealand,2016 ,92
Pharmacists,35-44,Female,Other overseas,2016 ,396
Pharmacists,35-44,Female,Not stated,2016 ,40
Pharmacists,45-54,Male,Australia,2016 ,1116
Pharmacists,45-54,Male,New Zealand,2016 ,53
Pharmacists,45-54,Male,Other overseas,2016 ,206
Pharmacists,45-54,Male,Not stated,2016 ,11
Pharmacists,45-54,Female,Australia,2016 ,1717
Pharmacists,45-54,Female,New Zealand,2016 ,58
Pharmacists,45-54,Female,Other overseas,2016 ,341
Pharmacists,45-54,Female,Not stated,2016 ,13
Pharmacists,55-64,Male,Australia,2016 ,986
Pharmacists,55-64,Male,New Zealand,2016 ,51
Pharmacists,55-64,Male,Other overseas,2016 ,168
Pharmacists,55-64,Male,Not stated,2016 ,5
Pharmacists,55-64,Female,Australia,2016 ,1129
Pharmacists,55-64,Female,New Zealand,2016 ,36
Pharmacists,55-64,Female,Other overseas,2016 ,187
Pharmacists,55-64,Female,Not stated,2016 ,3
Pharmacists,65-74,Male,Australia,2016 ,479
Pharmacists,65-74,Male,New Zealand,2016 ,20
Pharmacists,65-74,Male,Other overseas,2016 ,50
Pharmacists,65-74,Male,Not stated,2016 ,5
Pharmacists,65-74,Female,Australia,2016 ,260
Pharmacists,65-74,Female,New Zealand,2016 ,4
Pharmacists,65-74,Female,Other overseas,2016 ,38
Pharmacists,65-74,Female,Not stated,2016 ,5
Pharmacists,75-99,Male,Australia,2016 ,164
Pharmacists,75-99,Male,New Zealand,2016 ,5
Pharmacists,75-99,Male,Other overseas,2016 ,13
Pharmacists,75-99,Male,Not stated,2016 ,3
Pharmacists,75-99,Female,Australia,2016 ,33
Pharmacists,75-99,Female,Other overseas,2016 ,0
Physiotherapists,20-34,Male,Australia,2016 ,3569
Physiotherapists,20-34,Male,New Zealand,2016 ,143
Physiotherapists,20-34,Male,Other overseas,2016 ,124
Physiotherapists,20-34,Male,Not stated,2016 ,373
Physiotherapists,20-34,Female,Australia,2016 ,6098
Physiotherapists,20-34,Female,New Zealand,2016 ,240
Physiotherapists,20-34,Female,Other overseas,2016 ,411
Physiotherapists,20-34,Female,Not stated,2016 ,647
Physiotherapists,35-44,Male,Australia,2016 ,1756
Physiotherapists,35-44,Male,New Zealand,2016 ,83
Physiotherapists,35-44,Male,Other overseas,2016 ,217
Physiotherapists,35-44,Male,Not stated,2016 ,22
Physiotherapists,35-44,Female,Australia,2016 ,2799
Physiotherapists,35-44,Female,New Zealand,2016 ,113
Physiotherapists,35-44,Female,Other overseas,2016 ,546
Physiotherapists,35-44,Female,Not stated,2016 ,21
Physiotherapists,45-54,Male,Australia,2016 ,1033
Physiotherapists,45-54,Male,New Zealand,2016 ,24
Physiotherapists,45-54,Male,Other overseas,2016 ,131
Physiotherapists,45-54,Male,Not stated,2016 ,9
Physiotherapists,45-54,Female,Australia,2016 ,2267
Physiotherapists,45-54,Female,New Zealand,2016 ,54
Physiotherapists,45-54,Female,Other overseas,2016 ,407
Physiotherapists,45-54,Female,Not stated,2016 ,14
Physiotherapists,55-64,Male,Australia,2016 ,551
Physiotherapists,55-64,Male,New Zealand,2016 ,14
Physiotherapists,55-64,Male,Other overseas,2016 ,68
Physiotherapists,55-64,Male,Not stated,2016 ,6
Physiotherapists,55-64,Female,Australia,2016 ,1656
Physiotherapists,55-64,Female,New Zealand,2016 ,50
Physiotherapists,55-64,Female,Other overseas,2016 ,295
Physiotherapists,55-64,Female,Not stated,2016 ,6
Physiotherapists,65-74,Male,Australia,2016 ,85
Physiotherapists,65-74,Male,New Zealand,2016 ,3
Physiotherapists,65-74,Male,Other overseas,2016 ,19
Physiotherapists,65-74,Male,Not stated,2016 ,0
Physiotherapists,65-74,Female,Australia,2016 ,291
Physiotherapists,65-74,Female,New Zealand,2016 ,0
Physiotherapists,65-74,Female,Other overseas,2016 ,79
Physiotherapists,65-74,Female,Not stated,2016 ,3
Physiotherapists,75-99,Male,Australia,2016 ,11
Physiotherapists,75-99,Male,New Zealand,2016 ,0
Physiotherapists,75-99,Male,Other overseas,2016 ,0
Physiotherapists,75-99,Male,Not stated,2016 ,0
Physiotherapists,75-99,Female,Australia,2016 ,27
Physiotherapists,75-99,Female,Other overseas,2016 ,0
Physiotherapists,75-99,Female,Not stated,2016 ,3
Podiatrists,20-34,Male,Australia,2016 ,657
Podiatrists,20-34,Male,New Zealand,2016 ,40
Podiatrists,20-34,Male,Other overseas,2016 ,25
Podiatrists,20-34,Male,Not stated,2016 ,73
Podiatrists,20-34,Female,Australia,2016 ,1040
Podiatrists,20-34,Female,New Zealand,2016 ,42
Podiatrists,20-34,Female,Other overseas,2016 ,55
Podiatrists,20-34,Female,Not stated,2016 ,103
Podiatrists,35-44,Male,Australia,2016 ,413
Podiatrists,35-44,Male,New Zealand,2016 ,13
Podiatrists,35-44,Male,Other overseas,2016 ,40
Podiatrists,35-44,Male,Not stated,2016 ,4
Podiatrists,35-44,Female,Australia,2016 ,533
Podiatrists,35-44,Female,New Zealand,2016 ,11
Podiatrists,35-44,Female,Other overseas,2016 ,67
Podiatrists,35-44,Female,Not stated,2016 ,7
Podiatrists,45-54,Male,Australia,2016 ,264
Podiatrists,45-54,Male,New Zealand,2016 ,8
Podiatrists,45-54,Male,Other overseas,2016 ,38
Podiatrists,45-54,Male,Not stated,2016 ,4
Podiatrists,45-54,Female,Australia,2016 ,383
Podiatrists,45-54,Female,New Zealand,2016 ,15
Podiatrists,45-54,Female,Other overseas,2016 ,54
Podiatrists,45-54,Female,Not stated,2016 ,7
Podiatrists,55-64,Male,Australia,2016 ,123
Podiatrists,55-64,Male,New Zealand,2016 ,8
Podiatrists,55-64,Male,Other overseas,2016 ,24
Podiatrists,55-64,Male,Not stated,2016 ,4
Podiatrists,55-64,Female,Australia,2016 ,172
Podiatrists,55-64,Female,New Zealand,2016 ,10
Podiatrists,55-64,Female,Other overseas,2016 ,22
Podiatrists,55-64,Female,Not stated,2016 ,3
Podiatrists,65-74,Male,Australia,2016 ,29
Podiatrists,65-74,Male,Other overseas,2016 ,7
Podiatrists,65-74,Female,Australia,2016 ,18
Podiatrists,65-74,Female,Other overseas,2016 ,3
Podiatrists,75-99,Male,Other overseas,2016 ,3
Podiatrists,75-99,Female,Australia,2016 ,4
Podiatrists,75-99,Female,Other overseas,2016 ,0
Podiatrists,75-99,Female,Not stated,2016 ,0
Psychologists,20-34,Male,Australia,2016 ,704
Psychologists,20-34,Male,New Zealand,2016 ,6
Psychologists,20-34,Male,Other overseas,2016 ,16
Psychologists,20-34,Male,Not stated,2016 ,41
Psychologists,20-34,Female,Australia,2016 ,4195
Psychologists,20-34,Female,New Zealand,2016 ,56
Psychologists,20-34,Female,Other overseas,2016 ,118
Psychologists,20-34,Female,Not stated,2016 ,140
Psychologists,35-44,Male,Australia,2016 ,1121
Psychologists,35-44,Male,New Zealand,2016 ,21
Psychologists,35-44,Male,Other overseas,2016 ,74
Psychologists,35-44,Male,Not stated,2016 ,18
Psychologists,35-44,Female,Australia,2016 ,5433
Psychologists,35-44,Female,New Zealand,2016 ,56
Psychologists,35-44,Female,Other overseas,2016 ,366
Psychologists,35-44,Female,Not stated,2016 ,52
Psychologists,45-54,Male,Australia,2016 ,1103
Psychologists,45-54,Male,New Zealand,2016 ,19
Psychologists,45-54,Male,Other overseas,2016 ,115
Psychologists,45-54,Male,Not stated,2016 ,10
Psychologists,45-54,Female,Australia,2016 ,4035
Psychologists,45-54,Female,New Zealand,2016 ,53
Psychologists,45-54,Female,Other overseas,2016 ,348
Psychologists,45-54,Female,Not stated,2016 ,38
Psychologists,55-64,Male,Australia,2016 ,1165
Psychologists,55-64,Male,New Zealand,2016 ,27
Psychologists,55-64,Male,Other overseas,2016 ,131
Psychologists,55-64,Male,Not stated,2016 ,9
Psychologists,55-64,Female,Australia,2016 ,3113
Psychologists,55-64,Female,New Zealand,2016 ,38
Psychologists,55-64,Female,Other overseas,2016 ,249
Psychologists,55-64,Female,Not stated,2016 ,18
Psychologists,65-74,Male,Australia,2016 ,617
Psychologists,65-74,Male,New Zealand,2016 ,18
Psychologists,65-74,Male,Other overseas,2016 ,88
Psychologists,65-74,Male,Not stated,2016 ,8
Psychologists,65-74,Female,Australia,2016 ,1269
Psychologists,65-74,Female,New Zealand,2016 ,10
Psychologists,65-74,Female,Other overseas,2016 ,119
Psychologists,65-74,Female,Not stated,2016 ,12
Psychologists,75-99,Male,Australia,2016 ,64
Psychologists,75-99,Male,New Zealand,2016 ,0
Psychologists,75-99,Male,Other overseas,2016 ,18
Psychologists,75-99,Male,Not stated,2016 ,0
Psychologists,75-99,Female,Australia,2016 ,92
Psychologists,75-99,Female,New Zealand,2016 ,3
Psychologists,75-99,Female,Other overseas,2016 ,10
Psychologists,75-99,Female,Not stated,2016 ,0
ATSI Health Practitioners,20-34,Male,Not stated,2017 ,32
ATSI Health Practitioners,20-34,Female,Not stated,2017 ,70
ATSI Health Practitioners,35-44,Male,Not stated,2017 ,32
ATSI Health Practitioners,35-44,Female,Not stated,2017 ,70
ATSI Health Practitioners,45-54,Male,Not stated,2017 ,40
ATSI Health Practitioners,45-54,Female,Not stated,2017 ,132
ATSI Health Practitioners,55-64,Male,Not stated,2017 ,13
ATSI Health Practitioners,55-64,Female,Not stated,2017 ,80
ATSI Health Practitioners,65-74,Male,Not stated,2017 ,3
ATSI Health Practitioners,65-74,Female,Not stated,2017 ,15
ATSI Health Practitioners,75-99,Male,Not stated,2017 ,0
Chiropractors,20-34,Male,Australia,2017 ,685
Chiropractors,20-34,Male,New Zealand,2017 ,39
Chiropractors,20-34,Male,Other overseas,2017 ,17
Chiropractors,20-34,Male,Not stated,2017 ,51
Chiropractors,20-34,Female,Australia,2017 ,654
Chiropractors,20-34,Female,New Zealand,2017 ,32
Chiropractors,20-34,Female,Other overseas,2017 ,23
Chiropractors,20-34,Female,Not stated,2017 ,52
Chiropractors,35-44,Male,Australia,2017 ,694
Chiropractors,35-44,Male,New Zealand,2017 ,23
Chiropractors,35-44,Male,Other overseas,2017 ,57
Chiropractors,35-44,Male,Not stated,2017 ,4
Chiropractors,35-44,Female,Australia,2017 ,480
Chiropractors,35-44,Female,New Zealand,2017 ,13
Chiropractors,35-44,Female,Other overseas,2017 ,50
Chiropractors,35-44,Female,Not stated,2017 ,5
Chiropractors,45-54,Male,Australia,2017 ,569
Chiropractors,45-54,Male,New Zealand,2017 ,3
Chiropractors,45-54,Male,Other overseas,2017 ,91
Chiropractors,45-54,Male,Not stated,2017 ,6
Chiropractors,45-54,Female,Australia,2017 ,269
Chiropractors,45-54,Female,New Zealand,2017 ,4
Chiropractors,45-54,Female,Other overseas,2017 ,44
Chiropractors,45-54,Female,Not stated,2017 ,3
Chiropractors,55-64,Male,Australia,2017 ,347
Chiropractors,55-64,Male,New Zealand,2017 ,3
Chiropractors,55-64,Male,Other overseas,2017 ,84
Chiropractors,55-64,Male,Not stated,2017 ,0
Chiropractors,55-64,Female,Australia,2017 ,86
Chiropractors,55-64,Female,New Zealand,2017 ,0
Chiropractors,55-64,Female,Other overseas,2017 ,18
Chiropractors,55-64,Female,Not stated,2017 ,0
Chiropractors,65-74,Male,Australia,2017 ,110
Chiropractors,65-74,Male,Other overseas,2017 ,77
Chiropractors,65-74,Male,Not stated,2017 ,4
Chiropractors,65-74,Female,Australia,2017 ,15
Chiropractors,65-74,Female,New Zealand,2017 ,0
Chiropractors,65-74,Female,Other overseas,2017 ,5
Chiropractors,75-99,Male,Australia,2017 ,16
Chiropractors,75-99,Male,New Zealand,2017 ,0
Chiropractors,75-99,Male,Other overseas,2017 ,21
Chiropractors,75-99,Male,Not stated,2017 ,0
Chiropractors,75-99,Female,Australia,2017 ,3
Chiropractors,75-99,Female,Other overseas,2017 ,3
Chinese Medicine Practitioners,20-34,Male,Australia,2017 ,124
Chinese Medicine Practitioners,20-34,Male,New Zealand,2017 ,0
Chinese Medicine Practitioners,20-34,Male,Other overseas,2017 ,33
Chinese Medicine Practitioners,20-34,Male,Not stated,2017 ,0
Chinese Medicine Practitioners,20-34,Female,Australia,2017 ,235
Chinese Medicine Practitioners,20-34,Female,New Zealand,2017 ,3
Chinese Medicine Practitioners,20-34,Female,Other overseas,2017 ,50
Chinese Medicine Practitioners,20-34,Female,Not stated,2017 ,5
Chinese Medicine Practitioners,35-44,Male,Australia,2017 ,315
Chinese Medicine Practitioners,35-44,Male,New Zealand,2017 ,0
Chinese Medicine Practitioners,35-44,Male,Other overseas,2017 ,97
Chinese Medicine Practitioners,35-44,Male,Not stated,2017 ,0
Chinese Medicine Practitioners,35-44,Female,Australia,2017 ,506
Chinese Medicine Practitioners,35-44,Female,New Zealand,2017 ,3
Chinese Medicine Practitioners,35-44,Female,Other overseas,2017 ,108
Chinese Medicine Practitioners,35-44,Female,Not stated,2017 ,7
Chinese Medicine Practitioners,45-54,Male,Australia,2017 ,326
Chinese Medicine Practitioners,45-54,Male,New Zealand,2017 ,0
Chinese Medicine Practitioners,45-54,Male,Other overseas,2017 ,158
Chinese Medicine Practitioners,45-54,Male,Not stated,2017 ,8
Chinese Medicine Practitioners,45-54,Female,Australia,2017 ,411
Chinese Medicine Practitioners,45-54,Female,New Zealand,2017 ,3
Chinese Medicine Practitioners,45-54,Female,Other overseas,2017 ,172
Chinese Medicine Practitioners,45-54,Female,Not stated,2017 ,11
Chinese Medicine Practitioners,55-64,Male,Australia,2017 ,327
Chinese Medicine Practitioners,55-64,Male,New Zealand,2017 ,4
Chinese Medicine Practitioners,55-64,Male,Other overseas,2017 ,203
Chinese Medicine Practitioners,55-64,Male,Not stated,2017 ,3
Chinese Medicine Practitioners,55-64,Female,Australia,2017 ,332
Chinese Medicine Practitioners,55-64,Female,New Zealand,2017 ,0
Chinese Medicine Practitioners,55-64,Female,Other overseas,2017 ,163
Chinese Medicine Practitioners,55-64,Female,Not stated,2017 ,12
Chinese Medicine Practitioners,65-74,Male,Australia,2017 ,112
Chinese Medicine Practitioners,65-74,Male,New Zealand,2017 ,0
Chinese Medicine Practitioners,65-74,Male,Other overseas,2017 ,89
Chinese Medicine Practitioners,65-74,Male,Not stated,2017 ,3
Chinese Medicine Practitioners,65-74,Female,Australia,2017 ,99
Chinese Medicine Practitioners,65-74,Female,New Zealand,2017 ,3
Chinese Medicine Practitioners,65-74,Female,Other overseas,2017 ,33
Chinese Medicine Practitioners,65-74,Female,Not stated,2017 ,4
Chinese Medicine Practitioners,75-99,Male,Australia,2017 ,12
Chinese Medicine Practitioners,75-99,Male,Other overseas,2017 ,21
Chinese Medicine Practitioners,75-99,Male,Not stated,2017 ,0
Chinese Medicine Practitioners,75-99,Female,Australia,2017 ,8
Chinese Medicine Practitioners,75-99,Female,Other overseas,2017 ,13
Chinese Medicine Practitioners,75-99,Female,Not stated,2017 ,0
Dental Practitioners,20-34,Male,Australia,2017 ,1958
Dental Practitioners,20-34,Male,New Zealand,2017 ,79
Dental Practitioners,20-34,Male,Other overseas,2017 ,295
Dental Practitioners,20-34,Male,Not stated,2017 ,229
Dental Practitioners,20-34,Female,Australia,2017 ,3246
Dental Practitioners,20-34,Female,New Zealand,2017 ,123
Dental Practitioners,20-34,Female,Other overseas,2017 ,454
Dental Practitioners,20-34,Female,Not stated,2017 ,284
Dental Practitioners,35-44,Male,Australia,2017 ,1416
Dental Practitioners,35-44,Male,New Zealand,2017 ,135
Dental Practitioners,35-44,Male,Other overseas,2017 ,728
Dental Practitioners,35-44,Male,Not stated,2017 ,35
Dental Practitioners,35-44,Female,Australia,2017 ,1676
Dental Practitioners,35-44,Female,New Zealand,2017 ,121
Dental Practitioners,35-44,Female,Other overseas,2017 ,887
Dental Practitioners,35-44,Female,Not stated,2017 ,39
Dental Practitioners,45-54,Male,Australia,2017 ,1494
Dental Practitioners,45-54,Male,New Zealand,2017 ,71
Dental Practitioners,45-54,Male,Other overseas,2017 ,400
Dental Practitioners,45-54,Male,Not stated,2017 ,17
Dental Practitioners,45-54,Female,Australia,2017 ,1346
Dental Practitioners,45-54,Female,New Zealand,2017 ,54
Dental Practitioners,45-54,Female,Other overseas,2017 ,420
Dental Practitioners,45-54,Female,Not stated,2017 ,14
Dental Practitioners,55-64,Male,Australia,2017 ,1762
Dental Practitioners,55-64,Male,New Zealand,2017 ,56
Dental Practitioners,55-64,Male,Other overseas,2017 ,293
Dental Practitioners,55-64,Male,Not stated,2017 ,10
Dental Practitioners,55-64,Female,Australia,2017 ,931
Dental Practitioners,55-64,Female,New Zealand,2017 ,47
Dental Practitioners,55-64,Female,Other overseas,2017 ,175
Dental Practitioners,55-64,Female,Not stated,2017 ,6
Dental Practitioners,65-74,Male,Australia,2017 ,720
Dental Practitioners,65-74,Male,New Zealand,2017 ,46
Dental Practitioners,65-74,Male,Other overseas,2017 ,154
Dental Practitioners,65-74,Male,Not stated,2017 ,3
Dental Practitioners,65-74,Female,Australia,2017 ,69
Dental Practitioners,65-74,Female,New Zealand,2017 ,5
Dental Practitioners,65-74,Female,Other overseas,2017 ,45
Dental Practitioners,65-74,Female,Not stated,2017 ,0
Dental Practitioners,75-99,Male,Australia,2017 ,86
Dental Practitioners,75-99,Male,New Zealand,2017 ,4
Dental Practitioners,75-99,Male,Other overseas,2017 ,14
Dental Practitioners,75-99,Male,Not stated,2017 ,0
Dental Practitioners,75-99,Female,Australia,2017 ,3
Medical Practitioners,20-34,Male,Australia,2017 ,8586
Medical Practitioners,20-34,Male,New Zealand,2017 ,166
Medical Practitioners,20-34,Male,Other overseas,2017 ,1425
Medical Practitioners,20-34,Male,Not stated,2017 ,621
Medical Practitioners,20-34,Female,Australia,2017 ,9724
Medical Practitioners,20-34,Female,New Zealand,2017 ,152
Medical Practitioners,20-34,Female,Other overseas,2017 ,1601
Medical Practitioners,20-34,Female,Not stated,2017 ,600
Medical Practitioners,35-44,Male,Australia,2017 ,7248
Medical Practitioners,35-44,Male,New Zealand,2017 ,434
Medical Practitioners,35-44,Male,Other overseas,2017 ,5551
Medical Practitioners,35-44,Male,Not stated,2017 ,735
Medical Practitioners,35-44,Female,Australia,2017 ,6835
Medical Practitioners,35-44,Female,New Zealand,2017 ,347
Medical Practitioners,35-44,Female,Other overseas,2017 ,4229
Medical Practitioners,35-44,Female,Not stated,2017 ,444
Medical Practitioners,45-54,Male,Australia,2017 ,7042
Medical Practitioners,45-54,Male,New Zealand,2017 ,336
Medical Practitioners,45-54,Male,Other overseas,2017 ,4744
Medical Practitioners,45-54,Male,Not stated,2017 ,233
Medical Practitioners,45-54,Female,Australia,2017 ,5000
Medical Practitioners,45-54,Female,New Zealand,2017 ,222
Medical Practitioners,45-54,Female,Other overseas,2017 ,3051
Medical Practitioners,45-54,Female,Not stated,2017 ,110
Medical Practitioners,55-64,Male,Australia,2017 ,7450
Medical Practitioners,55-64,Male,New Zealand,2017 ,259
Medical Practitioners,55-64,Male,Other overseas,2017 ,3066
Medical Practitioners,55-64,Male,Not stated,2017 ,128
Medical Practitioners,55-64,Female,Australia,2017 ,3632
Medical Practitioners,55-64,Female,New Zealand,2017 ,102
Medical Practitioners,55-64,Female,Other overseas,2017 ,1619
Medical Practitioners,55-64,Female,Not stated,2017 ,40
Medical Practitioners,65-74,Male,Australia,2017 ,4404
Medical Practitioners,65-74,Male,New Zealand,2017 ,109
Medical Practitioners,65-74,Male,Other overseas,2017 ,1617
Medical Practitioners,65-74,Male,Not stated,2017 ,52
Medical Practitioners,65-74,Female,Australia,2017 ,915
Medical Practitioners,65-74,Female,New Zealand,2017 ,17
Medical Practitioners,65-74,Female,Other overseas,2017 ,490
Medical Practitioners,65-74,Female,Not stated,2017 ,14
Medical Practitioners,75-99,Male,Australia,2017 ,1085
Medical Practitioners,75-99,Male,New Zealand,2017 ,44
Medical Practitioners,75-99,Male,Other overseas,2017 ,491
Medical Practitioners,75-99,Male,Not stated,2017 ,25
Medical Practitioners,75-99,Female,Australia,2017 ,121
Medical Practitioners,75-99,Female,New Zealand,2017 ,0
Medical Practitioners,75-99,Female,Other overseas,2017 ,73
Medical Practitioners,75-99,Female,Not stated,2017 ,5
Medical Radiation Practitioners,20-34,Male,Australia,2017 ,1670
Medical Radiation Practitioners,20-34,Male,New Zealand,2017 ,19
Medical Radiation Practitioners,20-34,Male,Other overseas,2017 ,41
Medical Radiation Practitioners,20-34,Male,Not stated,2017 ,107
Medical Radiation Practitioners,20-34,Female,Australia,2017 ,3586
Medical Radiation Practitioners,20-34,Female,New Zealand,2017 ,135
Medical Radiation Practitioners,20-34,Female,Other overseas,2017 ,164
Medical Radiation Practitioners,20-34,Female,Not stated,2017 ,310
Medical Radiation Practitioners,35-44,Male,Australia,2017 ,1036
Medical Radiation Practitioners,35-44,Male,New Zealand,2017 ,28
Medical Radiation Practitioners,35-44,Male,Other overseas,2017 ,88
Medical Radiation Practitioners,35-44,Male,Not stated,2017 ,24
Medical Radiation Practitioners,35-44,Female,Australia,2017 ,1830
Medical Radiation Practitioners,35-44,Female,New Zealand,2017 ,76
Medical Radiation Practitioners,35-44,Female,Other overseas,2017 ,241
Medical Radiation Practitioners,35-44,Female,Not stated,2017 ,15
Medical Radiation Practitioners,45-54,Male,Australia,2017 ,663
Medical Radiation Practitioners,45-54,Male,New Zealand,2017 ,23
Medical Radiation Practitioners,45-54,Male,Other overseas,2017 ,125
Medical Radiation Practitioners,45-54,Male,Not stated,2017 ,12
Medical Radiation Practitioners,45-54,Female,Australia,2017 ,1051
Medical Radiation Practitioners,45-54,Female,New Zealand,2017 ,89
Medical Radiation Practitioners,45-54,Female,Other overseas,2017 ,324
Medical Radiation Practitioners,45-54,Female,Not stated,2017 ,8
Medical Radiation Practitioners,55-64,Male,Australia,2017 ,465
Medical Radiation Practitioners,55-64,Male,New Zealand,2017 ,20
Medical Radiation Practitioners,55-64,Male,Other overseas,2017 ,86
Medical Radiation Practitioners,55-64,Male,Not stated,2017 ,0
Medical Radiation Practitioners,55-64,Female,Australia,2017 ,722
Medical Radiation Practitioners,55-64,Female,New Zealand,2017 ,70
Medical Radiation Practitioners,55-64,Female,Other overseas,2017 ,293
Medical Radiation Practitioners,55-64,Female,Not stated,2017 ,3
Medical Radiation Practitioners,65-74,Male,Australia,2017 ,73
Medical Radiation Practitioners,65-74,Male,New Zealand,2017 ,4
Medical Radiation Practitioners,65-74,Male,Other overseas,2017 ,28
Medical Radiation Practitioners,65-74,Male,Not stated,2017 ,0
Medical Radiation Practitioners,65-74,Female,Australia,2017 ,110
Medical Radiation Practitioners,65-74,Female,New Zealand,2017 ,10
Medical Radiation Practitioners,65-74,Female,Other overseas,2017 ,62
Medical Radiation Practitioners,65-74,Female,Not stated,2017 ,0
Medical Radiation Practitioners,75-99,Male,Australia,2017 ,6
Medical Radiation Practitioners,75-99,Male,Other overseas,2017 ,0
Medical Radiation Practitioners,75-99,Female,Australia,2017 ,3
Medical Radiation Practitioners,75-99,Female,New Zealand,2017 ,3
Medical Radiation Practitioners,75-99,Female,Other overseas,2017 ,3
Nurses and Midwives,20-34,Male,Not stated,2017 ,11020
Nurses and Midwives,20-34,Female,Not stated,2017 ,80292
Nurses and Midwives,20-34,Not stated,Not stated,2017 ,0
Nurses and Midwives,35-44,Male,Not stated,2017 ,8697
Nurses and Midwives,35-44,Female,Not stated,2017 ,60414
Nurses and Midwives,45-54,Male,Not stated,2017 ,8473
Nurses and Midwives,45-54,Female,Not stated,2017 ,71733
Nurses and Midwives,55-64,Male,Not stated,2017 ,6286
Nurses and Midwives,55-64,Female,Not stated,2017 ,64067
Nurses and Midwives,65-74,Male,Not stated,2017 ,982
